username,created_at,full_text,cleaned,case_fold,token,stop,lemmatized,Sentiment_Label
Andre14028820,Wed May 15 11:41:14 +0000 2024,@Heraloebss @kementan Pengen ikut prihatin tapi rakyat Indonesia telah memilih keberlanjutan 58% rakyatnya lebih memilih org yg mementingkan keberlanjutan membangun IKN bahkan menurut survei 90% rakya Indonesia merasa puas dgn kinerja Jokowi. Jd apa mau di kata tak guna teriak2 guling2 semua sia2,  Pengen ikut prihatin tapi rakyat Indonesia telah memilih keberlanjutan 58 rakyatnya lebih memilih org yg mementingkan keberlanjutan membangun IKN bahkan menurut survei 90 rakya Indonesia merasa puas dgn kinerja Jokowi Jd apa mau di kata tak guna teriak2 guling2 semua sia2,pengen ikut prihatin tapi rakyat indonesia telah memilih keberlanjutan rakyatnya lebih memilih org yg mementingkan keberlanjutan membangun ikn bahkan menurut survei rakya indonesia merasa puas dgn kinerja jokowi jd apa mau di kata tak guna teriak guling semua sia,"['pengen', 'ikut', 'prihatin', 'tapi', 'rakyat', 'indonesia', 'telah', 'memilih', 'keberlanjutan', 'rakyatnya', 'lebih', 'memilih', 'org', 'yg', 'mementingkan', 'keberlanjutan', 'membangun', 'ikn', 'bahkan', 'menurut', 'survei', 'rakya', 'indonesia', 'merasa', 'puas', 'dgn', 'kinerja', 'jokowi', 'jd', 'apa', 'mau', 'di', 'kata', 'tak', 'guna', 'teriak', 'guling', 'semua', 'sia']","['pengen', 'prihatin', 'rakyat', 'indonesia', 'memilih', 'keberlanjutan', 'rakyatnya', 'memilih', 'org', 'yg', 'mementingkan', 'keberlanjutan', 'membangun', 'ikn', 'survei', 'rakya', 'indonesia', 'puas', 'dgn', 'kinerja', 'jokowi', 'jd', 'teriak', 'guling', 'sia']","['pengen', 'prihatin', 'rakyat', 'indonesia', 'memilih', 'keberlanjutan', 'rakyatnya', 'memilih', 'org', 'yg', 'mementingkan', 'keberlanjutan', 'membangun', 'ikn', 'survei', 'rakya', 'indonesia', 'puas', 'dgn', 'kinerja', 'jokowi', 'jd', 'teriak', 'guling', 'sia']",Neutral
MRizkiRmdhn,Wed May 15 11:33:50 +0000 2024,@arkanrahman Kebutuhan utamanya IKN soalnya, Kebutuhan utamanya IKN soalnya,kebutuhan utamanya ikn soalnya,"['kebutuhan', 'utamanya', 'ikn', 'soalnya']","['kebutuhan', 'utamanya', 'ikn']","['kebutuhan', 'utamanya', 'ikn']",Neutral
urgentsleep,Wed May 15 11:32:04 +0000 2024,@ARSIPAJA ikn primer, ikn primer,ikn primer,"['ikn', 'primer']","['ikn', 'primer']","['ikn', 'primer']",Neutral
inzhapt_76,Wed May 15 11:30:26 +0000 2024,@DedynurPalakka Buat nalangin IKN dan makan siang gratis. https://t.co/c9mLlkacTs, Buat nalangin IKN dan makan siang gratis ,buat nalangin ikn dan makan siang gratis,"['buat', 'nalangin', 'ikn', 'dan', 'makan', 'siang', 'gratis']","['nalangin', 'ikn', 'makan', 'siang', 'gratis']","['nalangin', 'ikn', 'makan', 'siang', 'gratis']",Neutral
rrnebae,Wed May 15 11:27:51 +0000 2024,makin hari liat pendidikan di indonesia tuh sedih:(( ukt naik anak kipk salah sasaran banyak terjadi kekerasan seksual bullying rektornya gtu mentrinya gitu apalg presiden jawabnya template YNTKTS selama ngejabat kagetan mulu lebih ngurus IKN IKN noh makan uang haram,makin hari liat pendidikan di indonesia tuh sedih ukt naik anak kipk salah sasaran banyak terjadi kekerasan seksual bullying rektornya gtu mentrinya gitu apalg presiden jawabnya template YNTKTS selama ngejabat kagetan mulu lebih ngurus IKN IKN noh makan uang haram,makin hari liat pendidikan di indonesia tuh sedih ukt naik anak kipk salah sasaran banyak terjadi kekerasan seksual bullying rektornya gtu mentrinya gitu apalg presiden jawabnya template yntkts selama ngejabat kagetan mulu lebih ngurus ikn ikn noh makan uang haram,"['makin', 'hari', 'liat', 'pendidikan', 'di', 'indonesia', 'tuh', 'sedih', 'ukt', 'naik', 'anak', 'kipk', 'salah', 'sasaran', 'banyak', 'terjadi', 'kekerasan', 'seksual', 'bullying', 'rektornya', 'gtu', 'mentrinya', 'gitu', 'apalg', 'presiden', 'jawabnya', 'template', 'yntkts', 'selama', 'ngejabat', 'kagetan', 'mulu', 'lebih', 'ngurus', 'ikn', 'ikn', 'noh', 'makan', 'uang', 'haram']","['liat', 'pendidikan', 'indonesia', 'tuh', 'sedih', 'ukt', 'anak', 'kipk', 'salah', 'sasaran', 'kekerasan', 'seksual', 'bullying', 'rektornya', 'gtu', 'mentrinya', 'gitu', 'apalg', 'presiden', 'template', 'yntkts', 'ngejabat', 'kagetan', 'mulu', 'ngurus', 'ikn', 'ikn', 'noh', 'makan', 'uang', 'haram']","['liat', 'pendidikan', 'indonesia', 'tuh', 'sedih', 'ukt', 'anak', 'kipk', 'salah', 'sasaran', 'kekerasan', 'seksual', 'bullying', 'rektornya', 'gtu', 'mentrinya', 'gitu', 'apalg', 'presiden', 'template', 'yntkts', 'ngejabat', 'kagetan', 'mulu', 'ngurus', 'ikn', 'ikn', 'noh', 'makan', 'uang', 'haram']",Neutral
wedangronde,Wed May 15 11:27:21 +0000 2024,@PLUMBER822 IKN aja yang diurusin, IKN aja yang diurusin,ikn aja yang diurusin,"['ikn', 'aja', 'yang', 'diurusin']","['ikn', 'aja', 'diurusin']","['ikn', 'aja', 'diurusin']",Neutral
arthapatra,Wed May 15 11:27:05 +0000 2024,Pendidikan Tinggi kebutuhan tersier. IKN kebutuhan primer yang harus wajib fardhu dilaksanken! Apa itu mencerdaskan bangsa? Mau pendidikan tinggi? Minjol aja ,Pendidikan Tinggi kebutuhan tersier IKN kebutuhan primer yang harus wajib fardhu dilaksanken Apa itu mencerdaskan bangsa Mau pendidikan tinggi Minjol aja ,pendidikan tinggi kebutuhan tersier ikn kebutuhan primer yang harus wajib fardhu dilaksanken apa itu mencerdaskan bangsa mau pendidikan tinggi minjol aja,"['pendidikan', 'tinggi', 'kebutuhan', 'tersier', 'ikn', 'kebutuhan', 'primer', 'yang', 'harus', 'wajib', 'fardhu', 'dilaksanken', 'apa', 'itu', 'mencerdaskan', 'bangsa', 'mau', 'pendidikan', 'tinggi', 'minjol', 'aja']","['pendidikan', 'kebutuhan', 'tersier', 'ikn', 'kebutuhan', 'primer', 'wajib', 'fardhu', 'dilaksanken', 'mencerdaskan', 'bangsa', 'pendidikan', 'minjol', 'aja']","['pendidikan', 'kebutuhan', 'tersier', 'ikn', 'kebutuhan', 'primer', 'wajib', 'fardhu', 'dilaksanken', 'mencerdaskan', 'bangsa', 'pendidikan', 'minjol', 'aja']",Neutral
sslstrndd,Wed May 15 11:26:16 +0000 2024,buat mencerdaskan anak bangsa loh padahal nanti juga timbal balik ke negara aja DIPERSULIT BGTTT giliran buat IKN aja dihambur kan,buat mencerdaskan anak bangsa loh padahal nanti juga timbal balik ke negara aja DIPERSULIT BGTTT giliran buat IKN aja dihambur kan,buat mencerdaskan anak bangsa loh padahal nanti juga timbal balik ke negara aja dipersulit bgttt giliran buat ikn aja dihambur kan,"['buat', 'mencerdaskan', 'anak', 'bangsa', 'loh', 'padahal', 'nanti', 'juga', 'timbal', 'balik', 'ke', 'negara', 'aja', 'dipersulit', 'bgttt', 'giliran', 'buat', 'ikn', 'aja', 'dihambur', 'kan']","['mencerdaskan', 'anak', 'bangsa', 'loh', 'timbal', 'negara', 'aja', 'dipersulit', 'bgttt', 'giliran', 'ikn', 'aja', 'dihambur']","['mencerdaskan', 'anak', 'bangsa', 'loh', 'timbal', 'negara', 'aja', 'dipersulit', 'bgttt', 'giliran', 'ikn', 'aja', 'dihambur']",Neutral
nowyoucatchme,Wed May 15 11:25:59 +0000 2024,Capek capek ki hajar dewantara mempelopori pendidikan supaya kita ga bodoh. Makanya pajak negara dialokasikan untuk pendidikan. Malah bikin IKN.,Capek capek ki hajar dewantara mempelopori pendidikan supaya kita ga bodoh Makanya pajak negara dialokasikan untuk pendidikan Malah bikin IKN,capek capek ki hajar dewantara mempelopori pendidikan supaya kita ga bodoh makanya pajak negara dialokasikan untuk pendidikan malah bikin ikn,"['capek', 'capek', 'ki', 'hajar', 'dewantara', 'mempelopori', 'pendidikan', 'supaya', 'kita', 'ga', 'bodoh', 'makanya', 'pajak', 'negara', 'dialokasikan', 'untuk', 'pendidikan', 'malah', 'bikin', 'ikn']","['capek', 'capek', 'ki', 'hajar', 'dewantara', 'mempelopori', 'pendidikan', 'ga', 'bodoh', 'pajak', 'negara', 'dialokasikan', 'pendidikan', 'bikin', 'ikn']","['capek', 'capek', 'ki', 'hajar', 'dewantara', 'mempelopori', 'pendidikan', 'ga', 'bodoh', 'pajak', 'negara', 'dialokasikan', 'pendidikan', 'bikin', 'ikn']",Neutral
poppysdump,Wed May 15 11:25:43 +0000 2024,bagun ikn kebutuhan primer ,bagun ikn kebutuhan primer ,bagun ikn kebutuhan primer,"['bagun', 'ikn', 'kebutuhan', 'primer']","['bagun', 'ikn', 'kebutuhan', 'primer']","['bagun', 'ikn', 'kebutuhan', 'primer']",Neutral
queeensdom,Wed May 15 11:25:09 +0000 2024,gua ikhlas duit pajak di invest buat beli peralatan pengolahan sampah gini dari pada ngedesign rumah pejabat di ikn plus bikin berhala disana,gua ikhlas duit pajak di invest buat beli peralatan pengolahan sampah gini dari pada ngedesign rumah pejabat di ikn plus bikin berhala disana,gua ikhlas duit pajak di invest buat beli peralatan pengolahan sampah gini dari pada ngedesign rumah pejabat di ikn plus bikin berhala disana,"['gua', 'ikhlas', 'duit', 'pajak', 'di', 'invest', 'buat', 'beli', 'peralatan', 'pengolahan', 'sampah', 'gini', 'dari', 'pada', 'ngedesign', 'rumah', 'pejabat', 'di', 'ikn', 'plus', 'bikin', 'berhala', 'disana']","['gua', 'ikhlas', 'duit', 'pajak', 'invest', 'beli', 'peralatan', 'pengolahan', 'sampah', 'gini', 'ngedesign', 'rumah', 'pejabat', 'ikn', 'plus', 'bikin', 'berhala', 'disana']","['gua', 'ikhlas', 'duit', 'pajak', 'invest', 'beli', 'peralatan', 'pengolahan', 'sampah', 'gini', 'ngedesign', 'rumah', 'pejabat', 'ikn', 'plus', 'bikin', 'berhala', 'disana']",Neutral
ursulafikri,Wed May 15 11:25:07 +0000 2024,@taeko0kie_ @tanyakanrl Baca dulu yang bener isi beritanya jangan gampang kegocek udah bawa2 IKN lagi! Ketinggian lu,  Baca dulu yang bener isi beritanya jangan gampang kegocek udah bawa2 IKN lagi Ketinggian lu,baca dulu yang bener isi beritanya jangan gampang kegocek udah bawa ikn lagi ketinggian lu,"['baca', 'dulu', 'yang', 'bener', 'isi', 'beritanya', 'jangan', 'gampang', 'kegocek', 'udah', 'bawa', 'ikn', 'lagi', 'ketinggian', 'lu']","['baca', 'bener', 'isi', 'beritanya', 'gampang', 'kegocek', 'udah', 'bawa', 'ikn', 'ketinggian', 'lu']","['baca', 'bener', 'isi', 'beritanya', 'gampang', 'kegocek', 'udah', 'bawa', 'ikn', 'ketinggian', 'lu']",Neutral
aendessly,Wed May 15 11:24:09 +0000 2024,@disturtb pindah ikn, pindah ikn,pindah ikn,"['pindah', 'ikn']","['pindah', 'ikn']","['pindah', 'ikn']",Neutral
Sessy_dy,Wed May 15 11:24:07 +0000 2024,@DokterTifa Saya jg yakin IKN ini akan berakhir mangkrak ga ada manfaatnya sama sekali buat rakyat, Saya jg yakin IKN ini akan berakhir mangkrak ga ada manfaatnya sama sekali buat rakyat,saya jg yakin ikn ini akan berakhir mangkrak ga ada manfaatnya sama sekali buat rakyat,"['saya', 'jg', 'yakin', 'ikn', 'ini', 'akan', 'berakhir', 'mangkrak', 'ga', 'ada', 'manfaatnya', 'sama', 'sekali', 'buat', 'rakyat']","['jg', 'ikn', 'mangkrak', 'ga', 'manfaatnya', 'rakyat']","['jg', 'ikn', 'mangkrak', 'ga', 'manfaatnya', 'rakyat']",Neutral
kumis_miow,Wed May 15 11:17:24 +0000 2024,@fellexandro Kemana? @DitjenPajakRI @kring_pajak Buat IKN ya?, Kemana   Buat IKN ya,kemana buat ikn ya,"['kemana', 'buat', 'ikn', 'ya']","['kemana', 'ikn', 'ya']","['kemana', 'ikn', 'ya']",Neutral
baca_pesan,Wed May 15 11:15:07 +0000 2024,Generasi Muda di Kota Parepare Siap Sambut IKN BEM FEB Umpar Gelar Dialog Kolaboratif https://t.co/PhFqv9rigb,Generasi Muda di Kota Parepare Siap Sambut IKN BEM FEB Umpar Gelar Dialog Kolaboratif ,generasi muda di kota parepare siap sambut ikn bem feb umpar gelar dialog kolaboratif,"['generasi', 'muda', 'di', 'kota', 'parepare', 'siap', 'sambut', 'ikn', 'bem', 'feb', 'umpar', 'gelar', 'dialog', 'kolaboratif']","['generasi', 'muda', 'kota', 'parepare', 'sambut', 'ikn', 'bem', 'feb', 'umpar', 'gelar', 'dialog', 'kolaboratif']","['generasi', 'muda', 'kota', 'parepare', 'sambut', 'ikn', 'bem', 'feb', 'umpar', 'gelar', 'dialog', 'kolaboratif']",Neutral
shadowgrazz,Wed May 15 11:14:20 +0000 2024,@sandika__p justru harusnya benahi dr dasar dlu.. kalo emang udah settle baru buka lahan lain sedangkan di jakarta aja udaranya udah ga bagus bayangin ada projek baru akan berdampak pada lingkungan dan lahan lain.. contoh aja buat ikn itu makan beberapa lahan hutan di provinsi lain jg, justru harusnya benahi dr dasar dlu kalo emang udah settle baru buka lahan lain sedangkan di jakarta aja udaranya udah ga bagus bayangin ada projek baru akan berdampak pada lingkungan dan lahan lain contoh aja buat ikn itu makan beberapa lahan hutan di provinsi lain jg,justru harusnya benahi dr dasar dlu kalo emang udah settle baru buka lahan lain sedangkan di jakarta aja udaranya udah ga bagus bayangin ada projek baru akan berdampak pada lingkungan dan lahan lain contoh aja buat ikn itu makan beberapa lahan hutan di provinsi lain jg,"['justru', 'harusnya', 'benahi', 'dr', 'dasar', 'dlu', 'kalo', 'emang', 'udah', 'settle', 'baru', 'buka', 'lahan', 'lain', 'sedangkan', 'di', 'jakarta', 'aja', 'udaranya', 'udah', 'ga', 'bagus', 'bayangin', 'ada', 'projek', 'baru', 'akan', 'berdampak', 'pada', 'lingkungan', 'dan', 'lahan', 'lain', 'contoh', 'aja', 'buat', 'ikn', 'itu', 'makan', 'beberapa', 'lahan', 'hutan', 'di', 'provinsi', 'lain', 'jg']","['benahi', 'dr', 'dasar', 'dlu', 'kalo', 'emang', 'udah', 'settle', 'buka', 'lahan', 'jakarta', 'aja', 'udaranya', 'udah', 'ga', 'bagus', 'bayangin', 'projek', 'berdampak', 'lingkungan', 'lahan', 'contoh', 'aja', 'ikn', 'makan', 'lahan', 'hutan', 'provinsi', 'jg']","['benahi', 'dr', 'dasar', 'dlu', 'kalo', 'emang', 'udah', 'settle', 'buka', 'lahan', 'jakarta', 'aja', 'udaranya', 'udah', 'ga', 'bagus', 'bayangin', 'projek', 'berdampak', 'lingkungan', 'lahan', 'contoh', 'aja', 'ikn', 'makan', 'lahan', 'hutan', 'provinsi', 'jg']",Neutral
Ingechings,Wed May 15 11:11:19 +0000 2024,IKN noh bahkan bukan tersier bukan kebutuhan! Hhhhhh,IKN noh bahkan bukan tersier bukan kebutuhan Hhhhhh,ikn noh bahkan bukan tersier bukan kebutuhan hhhhhh,"['ikn', 'noh', 'bahkan', 'bukan', 'tersier', 'bukan', 'kebutuhan', 'hhhhhh']","['ikn', 'noh', 'tersier', 'kebutuhan', 'hhhhhh']","['ikn', 'noh', 'tersier', 'kebutuhan', 'hhhhhh']",Neutral
junhoenoona,Wed May 15 11:11:19 +0000 2024,@mouzenn Buset keburu di pindahin ke IKN aku, Buset keburu di pindahin ke IKN aku,buset keburu di pindahin ke ikn aku,"['buset', 'keburu', 'di', 'pindahin', 'ke', 'ikn', 'aku']","['buset', 'keburu', 'pindahin', 'ikn']","['buset', 'keburu', 'pindahin', 'ikn']",Neutral
privatemonolog,Wed May 15 11:10:41 +0000 2024,@fellexandro Buat bangun IKN, Buat bangun IKN,buat bangun ikn,"['buat', 'bangun', 'ikn']","['bangun', 'ikn']","['bangun', 'ikn']",Neutral
inilahdotcom,Wed May 15 11:08:33 +0000 2024,Direktur Centre For Budget Analysis (CBA) Uchok Sky Khadafi menyebut penundaan proyek Ibu Kota Negara (IKN) Nusantara cukup masuk akal untuk menunjang... https://t.co/0sNa14pIxU,Direktur Centre For Budget Analysis CBA Uchok Sky Khadafi menyebut penundaan proyek Ibu Kota Negara IKN Nusantara cukup masuk akal untuk menunjang ,direktur centre for budget analysis cba uchok sky khadafi menyebut penundaan proyek ibu kota negara ikn nusantara cukup masuk akal untuk menunjang,"['direktur', 'centre', 'for', 'budget', 'analysis', 'cba', 'uchok', 'sky', 'khadafi', 'menyebut', 'penundaan', 'proyek', 'ibu', 'kota', 'negara', 'ikn', 'nusantara', 'cukup', 'masuk', 'akal', 'untuk', 'menunjang']","['direktur', 'centre', 'for', 'budget', 'analysis', 'cba', 'uchok', 'sky', 'khadafi', 'menyebut', 'penundaan', 'proyek', 'kota', 'negara', 'ikn', 'nusantara', 'masuk', 'akal', 'menunjang']","['direktur', 'centre', 'for', 'budget', 'analysis', 'cba', 'uchok', 'sky', 'khadafi', 'menyebut', 'penundaan', 'proyek', 'kota', 'negara', 'ikn', 'nusantara', 'masuk', 'akal', 'menunjang']",Neutral
nobirush,Wed May 15 11:08:21 +0000 2024,yg primer itu kan ikn,yg primer itu kan ikn,yg primer itu kan ikn,"['yg', 'primer', 'itu', 'kan', 'ikn']","['yg', 'primer', 'ikn']","['yg', 'primer', 'ikn']",Neutral
ajeng_ol,Wed May 15 11:06:54 +0000 2024,Ikn kebutuhan primer,Ikn kebutuhan primer,ikn kebutuhan primer,"['ikn', 'kebutuhan', 'primer']","['ikn', 'kebutuhan', 'primer']","['ikn', 'kebutuhan', 'primer']",Neutral
Erni483,Wed May 15 11:06:05 +0000 2024,@ARSIPAJA Yg maki² di X ini cuma riak² kecil. Silent majority lbh suka kereta cepat dan istana IKN di utamakan krn menyangkut hajat hidup orang banyak. Bayangin klo punya presiden ga punya istana, Yg maki² di X ini cuma riak² kecil Silent majority lbh suka kereta cepat dan istana IKN di utamakan krn menyangkut hajat hidup orang banyak Bayangin klo punya presiden ga punya istana,yg maki di x ini cuma riak kecil silent majority lbh suka kereta cepat dan istana ikn di utamakan krn menyangkut hajat hidup orang banyak bayangin klo punya presiden ga punya istana,"['yg', 'maki', 'di', 'x', 'ini', 'cuma', 'riak', 'kecil', 'silent', 'majority', 'lbh', 'suka', 'kereta', 'cepat', 'dan', 'istana', 'ikn', 'di', 'utamakan', 'krn', 'menyangkut', 'hajat', 'hidup', 'orang', 'banyak', 'bayangin', 'klo', 'punya', 'presiden', 'ga', 'punya', 'istana']","['yg', 'maki', 'x', 'riak', 'silent', 'majority', 'lbh', 'suka', 'kereta', 'cepat', 'istana', 'ikn', 'utamakan', 'krn', 'hajat', 'hidup', 'orang', 'bayangin', 'klo', 'presiden', 'ga', 'istana']","['yg', 'maki', 'x', 'riak', 'silent', 'majority', 'lbh', 'suka', 'kereta', 'cepat', 'istana', 'ikn', 'utamakan', 'krn', 'hajat', 'hidup', 'orang', 'bayangin', 'klo', 'presiden', 'ga', 'istana']",Neutral
kecenk_spike,Wed May 15 11:04:42 +0000 2024,@mas_veel Kan sudah jadi UU soal ikn makan siang sudah di uji cobakan di beberapa daerah . Soal hilirisasi dia ga akan berani berisik beberapa petinggi PKS kalau sudah masuk koalisi pasti malu dengan membelotnya dia dari oposisi yang di gemborkan., Kan sudah jadi UU soal ikn makan siang sudah di uji cobakan di beberapa daerah  Soal hilirisasi dia ga akan berani berisik beberapa petinggi PKS kalau sudah masuk koalisi pasti malu dengan membelotnya dia dari oposisi yang di gemborkan,kan sudah jadi uu soal ikn makan siang sudah di uji cobakan di beberapa daerah soal hilirisasi dia ga akan berani berisik beberapa petinggi pks kalau sudah masuk koalisi pasti malu dengan membelotnya dia dari oposisi yang di gemborkan,"['kan', 'sudah', 'jadi', 'uu', 'soal', 'ikn', 'makan', 'siang', 'sudah', 'di', 'uji', 'cobakan', 'di', 'beberapa', 'daerah', 'soal', 'hilirisasi', 'dia', 'ga', 'akan', 'berani', 'berisik', 'beberapa', 'petinggi', 'pks', 'kalau', 'sudah', 'masuk', 'koalisi', 'pasti', 'malu', 'dengan', 'membelotnya', 'dia', 'dari', 'oposisi', 'yang', 'di', 'gemborkan']","['uu', 'ikn', 'makan', 'siang', 'uji', 'cobakan', 'daerah', 'hilirisasi', 'ga', 'berani', 'berisik', 'petinggi', 'pks', 'masuk', 'koalisi', 'malu', 'membelotnya', 'oposisi', 'gemborkan']","['uu', 'ikn', 'makan', 'siang', 'uji', 'cobakan', 'daerah', 'hilirisasi', 'ga', 'berani', 'berisik', 'petinggi', 'pks', 'masuk', 'koalisi', 'malu', 'membelotnya', 'oposisi', 'gemborkan']",Neutral
parttimerant,Wed May 15 11:02:45 +0000 2024,Pendidikan Tinggi: kebutuhan tersier IKN: kebutuhan primer ,Pendidikan Tinggi kebutuhan tersier IKN kebutuhan primer ,pendidikan tinggi kebutuhan tersier ikn kebutuhan primer,"['pendidikan', 'tinggi', 'kebutuhan', 'tersier', 'ikn', 'kebutuhan', 'primer']","['pendidikan', 'kebutuhan', 'tersier', 'ikn', 'kebutuhan', 'primer']","['pendidikan', 'kebutuhan', 'tersier', 'ikn', 'kebutuhan', 'primer']",Neutral
aquasansain,Wed May 15 10:58:45 +0000 2024,@collegemenfess pendidikan tinggi tersier IKN primer, pendidikan tinggi tersier IKN primer,pendidikan tinggi tersier ikn primer,"['pendidikan', 'tinggi', 'tersier', 'ikn', 'primer']","['pendidikan', 'tersier', 'ikn', 'primer']","['pendidikan', 'tersier', 'ikn', 'primer']",Neutral
PedesCilor,Wed May 15 10:56:56 +0000 2024,@asunebiru @PartaiSocmed Kognitif : ngebela korup di pembangunan yang jadi lahan korup karena pro keberlanjutan ikn misal.,  Kognitif  ngebela korup di pembangunan yang jadi lahan korup karena pro keberlanjutan ikn misal,kognitif ngebela korup di pembangunan yang jadi lahan korup karena pro keberlanjutan ikn misal,"['kognitif', 'ngebela', 'korup', 'di', 'pembangunan', 'yang', 'jadi', 'lahan', 'korup', 'karena', 'pro', 'keberlanjutan', 'ikn', 'misal']","['kognitif', 'ngebela', 'korup', 'pembangunan', 'lahan', 'korup', 'pro', 'keberlanjutan', 'ikn']","['kognitif', 'ngebela', 'korup', 'pembangunan', 'lahan', 'korup', 'pro', 'keberlanjutan', 'ikn']",Neutral
a_fachrie,Wed May 15 10:56:32 +0000 2024,Kalo IKN kebutuhan primer kah?,Kalo IKN kebutuhan primer kah,kalo ikn kebutuhan primer kah,"['kalo', 'ikn', 'kebutuhan', 'primer', 'kah']","['kalo', 'ikn', 'kebutuhan', 'primer', 'kah']","['kalo', 'ikn', 'kebutuhan', 'primer', 'kah']",Neutral
aubadellune,Wed May 15 10:56:07 +0000 2024,ikn kebutuhan primer AOWKAOWKAOWKAOOWO gayd damn i can't wait to move out https://t.co/IqwTFevpoG,ikn kebutuhan primer AOWKAOWKAOWKAOOWO gayd damn i cant wait to move out ,ikn kebutuhan primer aowkaowkaowkaoowo gayd damn i cant wait to move out,"['ikn', 'kebutuhan', 'primer', 'aowkaowkaowkaoowo', 'gayd', 'damn', 'i', 'cant', 'wait', 'to', 'move', 'out']","['ikn', 'kebutuhan', 'primer', 'aowkaowkaowkaoowo', 'gayd', 'damn', 'i', 'cant', 'wait', 'to', 'move', 'out']","['ikn', 'kebutuhan', 'primer', 'aowkaowkaowkaoowo', 'gayd', 'damn', 'i', 'cant', 'wait', 'to', 'move', 'out']",Neutral
hafiza_mfs,Wed May 15 10:55:53 +0000 2024,@Joaquicordoba Pembangunan IKN menunjukkan keseriusan pemerintah dalam mencapai pembangunan yang berkelanjutan., Pembangunan IKN menunjukkan keseriusan pemerintah dalam mencapai pembangunan yang berkelanjutan,pembangunan ikn menunjukkan keseriusan pemerintah dalam mencapai pembangunan yang berkelanjutan,"['pembangunan', 'ikn', 'menunjukkan', 'keseriusan', 'pemerintah', 'dalam', 'mencapai', 'pembangunan', 'yang', 'berkelanjutan']","['pembangunan', 'ikn', 'keseriusan', 'pemerintah', 'mencapai', 'pembangunan', 'berkelanjutan']","['pembangunan', 'ikn', 'keseriusan', 'pemerintah', 'mencapai', 'pembangunan', 'berkelanjutan']",Neutral
