username,created_at,full_text,cleaned,case_fold,token,stop,lemmatized,processed_text,Sentiment_Label
gahadi_120,Tue May 14 23:11:46 +0000 2024,@KotaNusantara Progres 90% ini menjadi simbol kemajuan IKN, Progres 90 ini menjadi simbol kemajuan IKN,progres ini menjadi simbol kemajuan ikn,"['progres', 'ini', 'menjadi', 'simbol', 'kemajuan', 'ikn']","['progres', 'simbol', 'kemajuan', 'ikn']","['progres', 'simbol', 'kemajuan', 'ikn']",diikeotadanakakakakakmusadanantia profesionalgede rasaes 90 idaini medanssajadiai simbonline keemsassajadiikekenal sebagaimuadan ikedan,Neutral
5teV3n_Pe9eL,Tue May 14 22:59:40 +0000 2024,Eksekutif CBA Ucok sky meminta KPK periksa Pj heru setelah ramai renovasi rumah dinas 3 M dan ruang kerja 300 juta yg buat saya heran si partai sekeliling ibukota udah gak ada suaranya soal-2 sensitif gini ya? oh I nya udah ganti IKN ya? https://t.co/8sKtyw8vrJ,Eksekutif CBA Ucok sky meminta KPK periksa Pj heru setelah ramai renovasi rumah dinas 3 M dan ruang kerja 300 juta yg buat saya heran si partai sekeliling ibukota udah gak ada suaranya soal2 sensitif gini ya oh I nya udah ganti IKN ya ,eksekutif cba ucok sky meminta kpk periksa pj heru setelah ramai renovasi rumah dinas m dan ruang kerja juta yg buat saya heran si partai sekeliling ibukota udah gak ada suaranya soal sensitif gini ya oh i nya udah ganti ikn ya,"['eksekutif', 'cba', 'ucok', 'sky', 'meminta', 'kpk', 'periksa', 'pj', 'heru', 'setelah', 'ramai', 'renovasi', 'rumah', 'dinas', 'm', 'dan', 'ruang', 'kerja', 'juta', 'yg', 'buat', 'saya', 'heran', 'si', 'partai', 'sekeliling', 'ibukota', 'udah', 'gak', 'ada', 'suaranya', 'soal', 'sensitif', 'gini', 'ya', 'oh', 'i', 'nya', 'udah', 'ganti', 'ikn', 'ya']","['eksekutif', 'cba', 'ucok', 'sky', 'kpk', 'periksa', 'pj', 'heru', 'ramai', 'renovasi', 'rumah', 'dinas', 'm', 'ruang', 'kerja', 'juta', 'yg', 'heran', 'si', 'partai', 'sekeliling', 'ibukota', 'udah', 'gak', 'suaranya', 'sensitif', 'gini', 'ya', 'oh', 'i', 'nya', 'udah', 'ganti', 'ikn', 'ya']","['eksekutif', 'cba', 'ucok', 'sky', 'kpk', 'periksa', 'pj', 'heru', 'ramai', 'renovasi', 'rumah', 'dinas', 'm', 'ruang', 'kerja', 'juta', 'yg', 'heran', 'si', 'partai', 'sekeliling', 'ibukota', 'udah', 'gak', 'suaranya', 'sensitif', 'gini', 'ya', 'oh', 'i', 'nya', 'udah', 'ganti', 'ikn', 'ya']",ekesesepertiakakakakmutif cobaa kakakakakmucoke skeya memidanta kepenjtertawat kelamine perikesa pj hebarkakakakakmu setelahh rsamai replyadanovasi barkakakakakmumah diidanas 3 m diadan barkakakakakmuadang keerssaja 300 jkakakakakmuta yaang bkakakakakmuat ssaiyaadanga heradan si partai sasepertiakakakakmulangainilidang ibkakakakakmukeota kakakakakmssudahaiah gssaiyaadanga adiaa skakakakakmuaradainiyaa 2 sedansitif gidaini iyaa i dainiyaa kakakakakmssudahaiah jkakakakakmuragadanti ikedan iyaa httapis t coleh8sketyaw8vrj,Neutral
raymond_frans,Tue May 14 22:58:29 +0000 2024,*Menjadi kekuatan IKN.... https://t.co/GW1pRSQwGD,Menjadi kekuatan IKN ,menjadi kekuatan ikn,"['menjadi', 'kekuatan', 'ikn']","['kekuatan', 'ikn']","['kekuatan', 'ikn']",medanssajadiai keesepertiakakakakmuatadan ikedan httapis t colehsaiyaa1prsqwgdi,Neutral
qypopq,Tue May 14 22:57:50 +0000 2024,Niat awalnya IKN dibangunkan buat mengurangi gap antara si miskin dan si kaya makanya harus ada pembangunan merata katanya. Tapi kok berita soal IKN akhir akhir ini jadi begini sih malah gap antara si kaya dan si miskinnya kerasa bgt. IKN feels like an exclusive place,Niat awalnya IKN dibangunkan buat mengurangi gap antara si miskin dan si kaya makanya harus ada pembangunan merata katanya Tapi kok berita soal IKN akhir akhir ini jadi begini sih malah gap antara si kaya dan si miskinnya kerasa bgt IKN feels like an exclusive place,niat awalnya ikn dibangunkan buat mengurangi gap antara si miskin dan si kaya makanya harus ada pembangunan merata katanya tapi kok berita soal ikn akhir akhir ini jadi begini sih malah gap antara si kaya dan si miskinnya kerasa bgt ikn feels like an exclusive place,"['niat', 'awalnya', 'ikn', 'dibangunkan', 'buat', 'mengurangi', 'gap', 'antara', 'si', 'miskin', 'dan', 'si', 'kaya', 'makanya', 'harus', 'ada', 'pembangunan', 'merata', 'katanya', 'tapi', 'kok', 'berita', 'soal', 'ikn', 'akhir', 'akhir', 'ini', 'jadi', 'begini', 'sih', 'malah', 'gap', 'antara', 'si', 'kaya', 'dan', 'si', 'miskinnya', 'kerasa', 'bgt', 'ikn', 'feels', 'like', 'an', 'exclusive', 'place']","['niat', 'ikn', 'dibangunkan', 'mengurangi', 'gap', 'si', 'miskin', 'si', 'kaya', 'pembangunan', 'merata', 'berita', 'ikn', 'sih', 'gap', 'si', 'kaya', 'si', 'miskinnya', 'kerasa', 'bgt', 'ikn', 'feels', 'like', 'an', 'exclusive', 'place']","['niat', 'ikn', 'dibangunkan', 'mengurangi', 'gap', 'si', 'miskin', 'si', 'kaya', 'pembangunan', 'merata', 'berita', 'ikn', 'sih', 'gap', 'si', 'kaya', 'si', 'miskinnya', 'kerasa', 'bgt', 'ikn', 'feel', 'like', 'an', 'exclusive', 'place']",dainiat awaldainiyaa ikedan diibadangkakakakakmssudtertawanakeadan bkakakakakmuat medangkakakakakmuradangi gapa adanantia si miskeidan diadan si kesaiyaadanga mssaiyaadangaadainiyaa tertahkakakakakmuabarkakakakakmus adiaa pembakdangkakakakakmssudtertawanadan merata keatadainiyaa tatapai keoke berita ikedan ssaiyaadangahair ssaiyaadangahair idaini ssajadiai begidaini sih bahkanh gapa adanantia si kesaiyaadanga diadan si miskeidatidakainiyaa keerasa abadanbegitu ikedan feels likee adan madantadanclkakakakakmusive plahcewasepertiakakakakmuke,Neutral
abangadekan,Tue May 14 22:57:06 +0000 2024,Wong presiden terpilihnya aja ogah ngantor di IKN ,Wong presiden terpilihnya aja ogah ngantor di IKN ,wong presiden terpilihnya aja ogah ngantor di ikn,"['wong', 'presiden', 'terpilihnya', 'aja', 'ogah', 'ngantor', 'di', 'ikn']","['presiden', 'terpilihnya', 'aja', 'ogah', 'ngantor', 'ikn']","['presiden', 'terpilihnya', 'aja', 'ogah', 'ngantor', 'ikn']",wodang preplyasidiedan tertapailihadainiyaaa sassajaa mdikekenal sebagaimu danjkakakakakmuragadantor dii ikedan,Neutral
nauval_yasar,Tue May 14 22:52:30 +0000 2024,@OposisiCerdas Karena Malaysia ber-Ibukota di Kuala Lumpur Coba kalau ber_Ibukota di Jakarta dan sebentar lagi pun dah di IKN Pasti mahal juga, Karena Malaysia berIbukota di Kuala Lumpur Coba kalau berIbukota di Jakarta dan sebentar lagi pun dah di IKN Pasti mahal juga,karena malaysia beribukota di kuala lumpur coba kalau beribukota di jakarta dan sebentar lagi pun dah di ikn pasti mahal juga,"['karena', 'malaysia', 'beribukota', 'di', 'kuala', 'lumpur', 'coba', 'kalau', 'beribukota', 'di', 'jakarta', 'dan', 'sebentar', 'lagi', 'pun', 'dah', 'di', 'ikn', 'pasti', 'mahal', 'juga']","['malaysia', 'beribukota', 'kuala', 'lumpur', 'coba', 'beribukota', 'jakarta', 'sebentar', 'dah', 'ikn', 'mahal']","['malaysia', 'beribukota', 'kuala', 'lumpur', 'coba', 'beribukota', 'jakarta', 'sebentar', 'dah', 'ikn', 'mahal']",diioposisicewasepertiakakakakmusayaaawarah kerjadias keareplyadana mdanorakesia ber ibkakakakakmukeota dii sepertiakakakakmualah belkakakakakmumpkakakakakmur coba kealahkakakakakmu ber_ibkakakakakmukeota dii jssaiyaadangaarta diadan sesebedananti lahgi pkakakakakmssudtertawan diah dii ikedan matertahkakakakakmual jkakakakakmuga,Neutral
JudokoS,Tue May 14 22:46:33 +0000 2024,@DokterTifa IKN itu sudah digagas Presiden Pertama Republik Indonesia Itu. Ir. Soekarno namun presiden RI selanjutnya belum bisa merealisasikannya baru Pak Jokowi yang bisa melaksanakannya mestinya kita bangga pada Pak Jokowi bukan malah melecehkannya kapan Indonesia maju?, IKN itu sudah digagas Presiden Pertama Republik Indonesia Itu Ir Soekarno namun presiden RI selanjutnya belum bisa merealisasikannya baru Pak Jokowi yang bisa melaksanakannya mestinya kita bangga pada Pak Jokowi bukan malah melecehkannya kapan Indonesia maju,ikn itu sudah digagas presiden pertama republik indonesia itu ir soekarno namun presiden ri selanjutnya belum bisa merealisasikannya baru pak jokowi yang bisa melaksanakannya mestinya kita bangga pada pak jokowi bukan malah melecehkannya kapan indonesia maju,"['ikn', 'itu', 'sudah', 'digagas', 'presiden', 'pertama', 'republik', 'indonesia', 'itu', 'ir', 'soekarno', 'namun', 'presiden', 'ri', 'selanjutnya', 'belum', 'bisa', 'merealisasikannya', 'baru', 'pak', 'jokowi', 'yang', 'bisa', 'melaksanakannya', 'mestinya', 'kita', 'bangga', 'pada', 'pak', 'jokowi', 'bukan', 'malah', 'melecehkannya', 'kapan', 'indonesia', 'maju']","['ikn', 'digagas', 'presiden', 'republik', 'indonesia', 'ir', 'soekarno', 'presiden', 'ri', 'merealisasikannya', 'jokowi', 'melaksanakannya', 'mestinya', 'bangga', 'jokowi', 'melecehkannya', 'indonesia', 'maju']","['ikn', 'digagas', 'presiden', 'republik', 'indonesia', 'ir', 'soekarno', 'presiden', 'ri', 'merealisasikannya', 'jokowi', 'melaksanakannya', 'mestinya', 'bangga', 'jokowi', 'melecehkannya', 'indonesia', 'maju']",diidioketertifa ikedan itkakakakakmu skakakakakmssudahaiah diitidakeas preplyasidiedan pertsama replyapkakakakakmubeliike idandiodaiinisia itkakakakakmu ir soekeardano danamkakakakakmssudtertawan preplyasidiedan ri selahdanjkakakakakmutadiainiyaa bkeamkakakakakmum merepliyaalisasikeadatidakainiyaa babarkakakakakmu pssaiyaadanga jokeowi iyaadang melssaiyaadangasadanssaiyaadangaadatidakainiyaa mestidainiyaa keita badatidak padiaa pssaiyaadanga jokeowi bkakakakakmukeadan bahkanh melecewasepertiakakakakmukehkeadatidakainiyaa keapaadan idandiodaiinisia msassajadiikekenal sebagaimu,Neutral
IsmanMustofa8,Tue May 14 22:45:10 +0000 2024,@tham878 @jokowi Hebat pak Jokowi merupakan presiden yg paling pemberani krn sekelas bung Karno sptnya masih kalah keberaniannya dgn pak Jokowi buktinya IKN itu hanya Jokowi yg bisa mewujudkan sejak proyek itu direncanakan di era presiden Soekarno,  Hebat pak Jokowi merupakan presiden yg paling pemberani krn sekelas bung Karno sptnya masih kalah keberaniannya dgn pak Jokowi buktinya IKN itu hanya Jokowi yg bisa mewujudkan sejak proyek itu direncanakan di era presiden Soekarno,hebat pak jokowi merupakan presiden yg paling pemberani krn sekelas bung karno sptnya masih kalah keberaniannya dgn pak jokowi buktinya ikn itu hanya jokowi yg bisa mewujudkan sejak proyek itu direncanakan di era presiden soekarno,"['hebat', 'pak', 'jokowi', 'merupakan', 'presiden', 'yg', 'paling', 'pemberani', 'krn', 'sekelas', 'bung', 'karno', 'sptnya', 'masih', 'kalah', 'keberaniannya', 'dgn', 'pak', 'jokowi', 'buktinya', 'ikn', 'itu', 'hanya', 'jokowi', 'yg', 'bisa', 'mewujudkan', 'sejak', 'proyek', 'itu', 'direncanakan', 'di', 'era', 'presiden', 'soekarno']","['hebat', 'jokowi', 'presiden', 'yg', 'pemberani', 'krn', 'sekelas', 'karno', 'sptnya', 'kalah', 'keberaniannya', 'dgn', 'jokowi', 'buktinya', 'ikn', 'jokowi', 'yg', 'mewujudkan', 'proyek', 'direncanakan', 'era', 'presiden', 'soekarno']","['hebat', 'jokowi', 'presiden', 'yg', 'pemberani', 'krn', 'sekelas', 'karno', 'sptnya', 'kalah', 'keberaniannya', 'dgn', 'jokowi', 'buktinya', 'ikn', 'jokowi', 'yg', 'mewujudkan', 'proyek', 'direncanakan', 'era', 'presiden', 'soekarno']",diittertahkakakakakmuam878 diijokeowi hebat pssaiyaadanga jokeowi mebarkakakakakmupssaiyaadangaadan preplyasidiedan yaang palidang pemberadaini kerdan sasepertiakakakakmulanganahs bkakakakakmssudtertawang keardano sepertidainiyaa kealahh keeberadainiadatidakainiyaa dibegidaini pssaiyaadanga jokeowi bkakakakakmuketidainiyaa ikedan itkakakakakmu tertahkakakakakmuadainiyaa jokeowi yaang mewkakakakakmujkakakakakmssudahaikeadan sejssaiyaadanga profesionalyaeke itkakakakakmu diireplyadanbkeamkakakakakmumssaiyaadangaadan dii era preplyasidiedan soekeardano,Neutral
Susmono41865447,Tue May 14 22:36:46 +0000 2024,@Boediantar4 Aslinya Beijing mau pindah ke IKN lebih gampang mantau laut China selatan dan Australia., Aslinya Beijing mau pindah ke IKN lebih gampang mantau laut China selatan dan Australia,aslinya beijing mau pindah ke ikn lebih gampang mantau laut china selatan dan australia,"['aslinya', 'beijing', 'mau', 'pindah', 'ke', 'ikn', 'lebih', 'gampang', 'mantau', 'laut', 'china', 'selatan', 'dan', 'australia']","['aslinya', 'beijing', 'pindah', 'ikn', 'gampang', 'mantau', 'laut', 'china', 'selatan', 'australia']","['aslinya', 'beijing', 'pindah', 'ikn', 'gampang', 'mantau', 'laut', 'china', 'selatan', 'australia']",diiboedisiiiadananti4 aslidainiyaa beijidang mdikekenal sebagaimu tapaidandiah kee ikedan gampadang madantahkakakakakmu lahkakakakakmut chaidana selahtadan diadan dikekenal sebagaimustralia,Neutral
imLTF,Tue May 14 22:26:47 +0000 2024,Yaiyalah kan konsepnya emang IKN kota eksklusif. Nggak tau sih eksklusif untuk siapa. Wong DPRnya aja ogah pindah dari jakarta wkwkwk,Yaiyalah kan konsepnya emang IKN kota eksklusif Nggak tau sih eksklusif untuk siapa Wong DPRnya aja ogah pindah dari jakarta wkwkwk,yaiyalah kan konsepnya emang ikn kota eksklusif nggak tau sih eksklusif untuk siapa wong dprnya aja ogah pindah dari jakarta wkwkwk,"['yaiyalah', 'kan', 'konsepnya', 'emang', 'ikn', 'kota', 'eksklusif', 'nggak', 'tau', 'sih', 'eksklusif', 'untuk', 'siapa', 'wong', 'dprnya', 'aja', 'ogah', 'pindah', 'dari', 'jakarta', 'wkwkwk']","['yaiyalah', 'konsepnya', 'emang', 'ikn', 'kota', 'eksklusif', 'nggak', 'tau', 'sih', 'eksklusif', 'dprnya', 'aja', 'ogah', 'pindah', 'jakarta', 'wkwkwk']","['yaiyalah', 'konsepnya', 'emang', 'ikn', 'kota', 'eksklusif', 'nggak', 'tau', 'sih', 'eksklusif', 'dprnya', 'aja', 'ogah', 'pindah', 'jakarta', 'wkwkwk']",iyaaiiyaa lahhh keadan keodansepadaainiyaa emadang ikedan keota ekeskelkakakakakmurtertawadanakakakakakmusif danggssaiyaadanga tahkakakakakmu sih ekeskelkakakakakmurtertawadanakakakakakmusif kakakakakmssudtertawantkakakakakmuke siapaa wodang diprdainiyaa sassajaa mdikekenal sebagaimu tapaidandiah diari jssaiyaadangaarta wkewkewke,Neutral
SoundOfGaza1,Tue May 14 22:25:13 +0000 2024,@DokterTifa Tentang IKN mnjadi buruk krn direalisasikan saat rakyat msh sangat mnderita proyek buang2 uang Penguasa yg egois dan gak tahu diri! Lebih pnting baginya mmbangun IKN utk mninggalkan namany dlm sejarah utk diingat sbg pmbangun IKN drpd sbg Peguasa yg mengasihi rakyatnya!!!, Tentang IKN mnjadi buruk krn direalisasikan saat rakyat msh sangat mnderita proyek buang2 uang Penguasa yg egois dan gak tahu diri Lebih pnting baginya mmbangun IKN utk mninggalkan namany dlm sejarah utk diingat sbg pmbangun IKN drpd sbg Peguasa yg mengasihi rakyatnya,tentang ikn mnjadi buruk krn direalisasikan saat rakyat msh sangat mnderita proyek buang uang penguasa yg egois dan gak tahu diri lebih pnting baginya mmbangun ikn utk mninggalkan namany dlm sejarah utk diingat sbg pmbangun ikn drpd sbg peguasa yg mengasihi rakyatnya,"['tentang', 'ikn', 'mnjadi', 'buruk', 'krn', 'direalisasikan', 'saat', 'rakyat', 'msh', 'sangat', 'mnderita', 'proyek', 'buang', 'uang', 'penguasa', 'yg', 'egois', 'dan', 'gak', 'tahu', 'diri', 'lebih', 'pnting', 'baginya', 'mmbangun', 'ikn', 'utk', 'mninggalkan', 'namany', 'dlm', 'sejarah', 'utk', 'diingat', 'sbg', 'pmbangun', 'ikn', 'drpd', 'sbg', 'peguasa', 'yg', 'mengasihi', 'rakyatnya']","['ikn', 'mnjadi', 'buruk', 'krn', 'direalisasikan', 'rakyat', 'msh', 'mnderita', 'proyek', 'buang', 'uang', 'penguasa', 'yg', 'egois', 'gak', 'pnting', 'baginya', 'mmbangun', 'ikn', 'utk', 'mninggalkan', 'namany', 'dlm', 'sejarah', 'utk', 'sbg', 'pmbangun', 'ikn', 'drpd', 'sbg', 'peguasa', 'yg', 'mengasihi', 'rakyatnya']","['ikn', 'mnjadi', 'buruk', 'krn', 'direalisasikan', 'rakyat', 'msh', 'mnderita', 'proyek', 'buang', 'uang', 'penguasa', 'yg', 'egois', 'gak', 'pnting', 'baginya', 'mmbangun', 'ikn', 'utk', 'mninggalkan', 'namany', 'dlm', 'sejarah', 'utk', 'sbg', 'pmbangun', 'ikn', 'drpd', 'sbg', 'peguasa', 'yg', 'mengasihi', 'rakyatnya']",diidioketertifa tedantadang ikedan mdanssajadiai bkakakakakmubarkakakakakmuke kerdan diirepliyaalisasikeadan rssaiyaadangsaiyaadangat sadangat mdandierita profesionalyaeke bkakakakakmuadang2 kakakakakmuadang pedansaiyaasa yaang egois diadan gssaiyaadanga tahkakakakakmu diiri padaantidang bagidainiyaa mmbakdangkakakakakmssudtertawan ikedan kakakakakmuntuke mdainidatidaklkeadan dansamadanya dilm sessajarah kakakakakmuntuke diiidangat sabadang pmbakdangkakakakakmssudtertawan ikedan dirpadai sabadang pesaiyaasa yaang medamemberikakakakakaini rssaiyaadangsaiyaadangatadiainiyaa,Negative
brennen95987,Tue May 14 22:07:35 +0000 2024,Pihak Otorita IKN (OIKN) menemukan anomali gizi di daerah pesisir di sekitar IKN yang justru dekat dengan sumber protein hewani. Di sana banyak ditemui kasus tengkes (stunting). Anak-anak lebih sering makan mi instan alih-alih makanan bergizi seperti ikan segar. Kok bisa?,Pihak Otorita IKN OIKN menemukan anomali gizi di daerah pesisir di sekitar IKN yang justru dekat dengan sumber protein hewani Di sana banyak ditemui kasus tengkes stunting Anakanak lebih sering makan mi instan alihalih makanan bergizi seperti ikan segar Kok bisa,pihak otorita ikn oikn menemukan anomali gizi di daerah pesisir di sekitar ikn yang justru dekat dengan sumber protein hewani di sana banyak ditemui kasus tengkes stunting anakanak lebih sering makan mi instan alihalih makanan bergizi seperti ikan segar kok bisa,"['pihak', 'otorita', 'ikn', 'oikn', 'menemukan', 'anomali', 'gizi', 'di', 'daerah', 'pesisir', 'di', 'sekitar', 'ikn', 'yang', 'justru', 'dekat', 'dengan', 'sumber', 'protein', 'hewani', 'di', 'sana', 'banyak', 'ditemui', 'kasus', 'tengkes', 'stunting', 'anakanak', 'lebih', 'sering', 'makan', 'mi', 'instan', 'alihalih', 'makanan', 'bergizi', 'seperti', 'ikan', 'segar', 'kok', 'bisa']","['otorita', 'ikn', 'oikn', 'menemukan', 'anomali', 'gizi', 'daerah', 'pesisir', 'ikn', 'sumber', 'protein', 'hewani', 'ditemui', 'tengkes', 'stunting', 'anakanak', 'makan', 'mi', 'instan', 'alihalih', 'makanan', 'bergizi', 'ikan', 'segar']","['otorita', 'ikn', 'oikn', 'menemukan', 'anomali', 'gizi', 'daerah', 'pesisir', 'ikn', 'sumber', 'protein', 'hewani', 'ditemui', 'tengkes', 'stunt', 'anakanak', 'makan', 'mi', 'instan', 'alihalih', 'makanan', 'bergizi', 'ikan', 'segar']",tapaihssaiyaadanga otorita ikedan oikedan medaiinimkakakakakmukeadan adanomali gizi dii diaerah pesisir dii sekeinanti ikedan iyaadang jkakakakakmustbarkakakakakmu diekeat diedanjkakakakakmuragadan skakakakakmumber profesionalteidan hewadaini dii sadana badanyassaiyaadanga dihaitamkakakakakmui keaskakakakakmus tedangkees stkakakakakmssudtertawantidang adanssaiyaadanga adanssaiyaadanga seridang mssaiyaadangaadan mi idanstadan alih alih mssaiyaadangaadanadan bergizi ikeadan segar keoke,Positive
wongkhojin,Tue May 14 22:04:19 +0000 2024,Rabu Indonesia 15 Mei #DemiIndonesia Indonesia Emas 2045 IKN Nol KM BUMN Jakarta 2024 Reformasi Belum Selesai SHP PIN Merah Putih #stamps #PostOffice #philately #art #eBay 1 M Reformasi 09.09.99:09 Asembagus 68373 Situbondo Tapal Kuda Jawa Timur Supernova City Bali Gen X Y Z https://t.co/Faszkpn41V,Rabu Indonesia 15 Mei  Indonesia Emas 2045 IKN Nol KM BUMN Jakarta 2024 Reformasi Belum Selesai SHP PIN Merah Putih      1 M Reformasi 09099909 Asembagus 68373 Situbondo Tapal Kuda Jawa Timur Supernova City Bali Gen X Y Z ,rabu indonesia mei indonesia emas ikn nol km bumn jakarta reformasi belum selesai shp pin merah putih m reformasi asembagus situbondo tapal kuda jawa timur supernova city bali gen x y z,"['rabu', 'indonesia', 'mei', 'indonesia', 'emas', 'ikn', 'nol', 'km', 'bumn', 'jakarta', 'reformasi', 'belum', 'selesai', 'shp', 'pin', 'merah', 'putih', 'm', 'reformasi', 'asembagus', 'situbondo', 'tapal', 'kuda', 'jawa', 'timur', 'supernova', 'city', 'bali', 'gen', 'x', 'y', 'z']","['rabu', 'indonesia', 'mei', 'indonesia', 'emas', 'ikn', 'nol', 'km', 'bumn', 'jakarta', 'reformasi', 'selesai', 'shp', 'pin', 'merah', 'putih', 'm', 'reformasi', 'asembagus', 'situbondo', 'tapal', 'kuda', 'jawa', 'timur', 'supernova', 'city', 'bali', 'gen', 'x', 'y', 'z']","['rabu', 'indonesia', 'mei', 'indonesia', 'emas', 'ikn', 'nol', 'km', 'bumn', 'jakarta', 'reformasi', 'selesai', 'shp', 'pin', 'merah', 'putih', 'm', 'reformasi', 'asembagus', 'situbondo', 'tapal', 'kuda', 'jawa', 'timur', 'supernova', 'city', 'bali', 'gen', 'x', 'y', 'z']",rabkakakakakmu idandiodaiinisia 15 mei diemiidandiodaiinisia idandiodaiinisia emas 2045 ikedan danonline kem bkakakakakmumdan jssaiyaadangaarta 2024 replyaformasi bkeamkakakakakmum selesai shp tapaidan merah pkakakakakmutih stamps postofficewasepertiakakakakmuke phailahtelya art ebisaaiyaadang 1 m replyaformasi 09 09 99 09 asambakgkakakakakmus 68373 sitkakakakakmubodandio tapaal sepertiakakakakmssudahaia ssajawa timkakakakakmur skakakakakmuperatkakakakakmuran daerahnova citya bali gedan x z httapis t colehfaszkepadaan41v,Neutral
mas_akbar97,Tue May 14 21:48:59 +0000 2024,@DokterTifa Gimana kalo anda sendiri diculik bawa ke IKN. Masukin ruangan tertutup kita kunci. Kuncinya buang ke laut, Gimana kalo anda sendiri diculik bawa ke IKN Masukin ruangan tertutup kita kunci Kuncinya buang ke laut,gimana kalo anda sendiri diculik bawa ke ikn masukin ruangan tertutup kita kunci kuncinya buang ke laut,"['gimana', 'kalo', 'anda', 'sendiri', 'diculik', 'bawa', 'ke', 'ikn', 'masukin', 'ruangan', 'tertutup', 'kita', 'kunci', 'kuncinya', 'buang', 'ke', 'laut']","['gimana', 'kalo', 'diculik', 'bawa', 'ikn', 'masukin', 'ruangan', 'tertutup', 'kunci', 'kuncinya', 'buang', 'laut']","['gimana', 'kalo', 'diculik', 'bawa', 'ikn', 'masukin', 'ruangan', 'tertutup', 'kunci', 'kuncinya', 'buang', 'laut']",diidioketertifa bagaimadana kedikekenal sebagaimkakakakakmu adandia sedandiiri diickakakakakmulangainike bawa kee ikedan msamaskakakakakmukeidan barkakakakakmuadanjkakakakakmuragadan tertkakakakakmuntukakakakakmup keita sepertiakakakakmssudtertawanci sepertiakakakakmssudtertawancidainiyaa bkakakakakmuadang kee lahkakakakakmut,Neutral
